16,1,65913
19,2,40972
6,3,255127
30,9,4276
10,10,138176
25,11,15303
24,12,16599
2,15,466055
1,16,645708
4,19,316018
11,20,118571
5,24,280333
14,28,85547
9,29,172867
13,35,86996
26,41,12462
17,50,49359
22,62,20589
34,65,1572
46,68,8
23,69,19759
3,75,391673
20,82,36756
7,85,236390
15,93,74057
42,105,90
41,107,115
12,111,100848
37,120,514
45,126,16
27,137,8307
35,139,889
39,150,368
43,153,72
32,162,2905
8,167,191147
28,171,7368
18,176,48851
44,181,56
33,182,1855
31,200,3061
40,203,126
38,204,404
36,211,547
21,219,34671
29,237,7048
