2,1,666936
19,2,19836
7,3,235017
42,8,855
38,9,1529
8,10,215751
54,11,120
37,12,1570
17,15,26996
13,16,52499
10,19,155883
1,20,680652
30,21,5376
9,24,175225
24,26,11502
3,28,397612
11,29,72583
29,35,6490
40,41,1245
45,45,551
5,50,236221
12,53,61791
25,55,11418
15,62,37590
20,68,18717
14,69,45336
6,75,235271
31,77,4349
49,78,191
47,79,347
52,81,172
21,82,16083
23,93,12728
26,94,10833
39,95,1381
41,105,1102
28,111,7561
51,113,175
35,120,1752
57,136,50
33,137,2380
22,139,14509
53,141,134
60,145,30
58,146,40
27,150,7620
55,152,94
50,153,184
62,154,5
61,157,28
34,160,2017
36,162,1726
44,163,720
18,165,24748
46,166,355
4,167,263094
32,168,2908
48,171,324
16,176,34181
43,177,847
59,179,38
56,181,55
63,186,4
